交易日期 ,融资余额（上海）,融资余额（深圳）,融资余额（合计）,本日融资买入（上海）,本日融资买入（深圳）,本日融资买入（合计）,本日融券余额（上海）,本日融券余额（深圳）,本日融券余额（合计）,本日融资融券余额（上海）,本日融资融券余额（深圳）,本日融资融券余额（合计）
2015-09-07,615872695111,359544041278,975416736389,42713833063,28367062154,71080895217,2180453879,873462157,3053916036,618053148990,360417503435,978470652425
2015-09-02,606266170176,352887786561,959153956737,31013732169,20665732705,51679464874,2217686789,889861777,3107548566,608483856965,353777648338,962261505303
2015-09-01,642834471301,369385950822,1012220422123,37495050672,21003546587,58498597259,2242361038,921316059,3163677097,645076832339,370307266881,1015384099220
2015-08-31,673127713583,382832812309,1055960525892,49354997209,27111521606,76466518815,2312390948,927621583,3240012531,675440104531,383760433892,1059200538423
2015-08-28,683118490904,389119575750,1072238066654,59881095450,34472692157,94353787607,2206833724,935667614,3142501338,685325324628,390055243364,1075380567992
2015-08-27,685022556433,389523776632,1074546333065,45681104014,26508724141,72189828155,2124421074,901224016,3025645090,687146977507,390425000648,1077571978155
2015-08-26,706522058254,401301348852,1107823407106,49181259228,30565114990,79746374218,1942973253,874289506,2817262759,708465031507,402175638358,1110640669865
2015-08-25,740536035623,419653124847,1160189160470,38055426386,20081701114,58137127500,1871872598,859764730,2731637328,742407908221,420512889577,1162920797798
2015-08-24,795943105071,449543942965,1245487048036,38245805551,19920856527,58166662078,2004816456,934923484,2939739940,797947921527,450478866449,1248426787976
2015-08-21,848630862572,475023987344,1323654849916,51673986450,32367673587,84041660037,2195223661,1080805032,3276028693,850826086233,476104792376,1326930878609
2015-08-20,869228227066,484584219079,1353812446145,67585656067,39502051987,107087708054,2358282923,1163145932,3521428855,871586509989,485747365011,1357333875000
2015-08-19,875442817227,486440616365,1361883433592,81247402297,45349832025,126597234322,2367304973,1109871209,3477176182,877810122200,487550487574,1365360609774
2015-08-18,879899884284,488823492890,1368723377174,99199001573,58970585163,158169586736,2533802842,1094765773,3628568615,882433687126,489918258663,1372351945789
2015-08-17,894506794785,494723065282,1389229860067,93341898906,52161225982,145503124888,2483435259,1078366750,3561802009,896990230044,495801432032,1392791662076
2015-08-14,886085989804,488766646815,1374852636619,94821464981,51053086391,145874551372,2238103960,895942766,3134046726,888324093764,489662589581,1377986683345
2015-08-13,882774372393,486695514736,1369469887129,86857774356,43735207631,130592981987,2351486477,903864538,3255351015,885125858870,487599379274,1372725238144
2015-08-12,873794479627,481886311617,1355680791244,84189224771,42136857991,126326082762,2402549957,897773324,3300323281,876197029584,482784084941,1358981114525
2015-08-11,870103319713,481040889023,1351144208736,104695193380,55588142308,160283335688,2286113685,925535339,3211649024,872389433398,481966424362,1354355857760
2015-08-10,861223721255,475981646428,1337205367683,98653015518,52704540514,151357556032,2386249912,951636002,3337885914,863609971167,476933282430,1340543253597
2015-08-07,845629259242,468603376994,1314232636236,63254755083,36723775989,99978531072,2148973829,951763628,3100737457,847778233071,469555140622,1317333373693
2015-08-06,839838718760,465555351702,1305394070462,46010651060,26900258682,72910909742,2453501723,957821954,3411323677,842292220483,466513173656,1308805394139
2015-08-05,842301741836,466810514866,1309112256702,63096752525,38285992283,101382744808,2511051535,987589681,3498641216,844812793371,467798104547,1312610897918
2015-08-04,842108030431,467269519933,1309377550364,60977446773,39427026777,100404473550,2611179954,1025030861,3636210815,844719210385,468294550794,1313013761179
2015-08-03,832475432082,461334491176,1293809923258,41851431424,24653238452,66504669876,2491448013,988706319,3480154332,834966880095,462323197495,1297290077590
2015-07-31,859970601967,475446028932,1335416630899,50034690518,28500813107,78535503625,2232410006,1008473556,3240883562,862203011973,476454502488,1338657514461
2015-07-30,881652186879,486249919886,1367902106765,82706905549,44962762796,127669668345,2241704283,1007357911,3249062194,883893891162,487257277797,1371151168959
2015-07-29,881733008327,487438624110,1369171632437,71228735424,40350428447,111579163871,2204435202,1019504082,3223939284,883937443529,488458128192,1372395571721
2015-07-28,887462793572,491838698549,1379301492121,69518139535,43301800582,112819940117,2041011444,952151347,2993162791,889503805016,492790849896,1382294654912
2015-07-27,919373759165,507551673784,1426925432949,91115117073,56645261825,147760378898,2140343412,1005867563,3146210975,921514102577,508557541347,1430071643924
2015-07-24,940822832963,513599336968,1454422169931,121558351199,66398135946,187956487145,2342381838,1120970976,3463352814,943165214801,514720307944,1457885522745
2015-07-23,941369680547,514057673710,1455427354257,109984949964,61035857013,171020806977,2262926970,1131303311,3394230281,943632607517,515188977021,1458821584538
2015-07-22,928881478891,507535705730,1436417184621,94378343848,54725753237,149104097085,2361120493,1112220421,3473340914,931242599384,508647926151,1439890525535
2015-07-21,928615710814,504055215370,1432670926184,95165466241,49099274153,144264740394,2335036599,1080466093,3415502692,930950747413,505135681463,1436086428876
2015-07-20,921348386943,502482065141,1423830452084,94950968728,57497327280,152448296008,2193555412,992711582,3186266994,923541942355,503474776723,1427016719078
2015-07-17,921338704319,504255441761,1425594146080,88919851672,50845309187,139765160859,1822969650,976975991,2799945641,923161673969,505232417752,1428394091721
2015-07-16,918396130560,500271915831,1418668046391,75364896359,43527711140,118892607499,1774737334,903823293,2678560627,920170867894,501175739124,1421346607018
2015-07-15,920524732197,499370428784,1419895160981,87450742190,48998586370,136449328560,1834758822,900678766,2735437588,922359491019,500271107550,1422630598569
2015-07-14,936754623345,502165088913,1438919712258,112517508100,44837686658,157355194758,1835725241,979455259,2815180500,938590348586,503144544172,1441734892758
2015-07-13,934271207261,502705215185,1436976422446,108699727868,38243374580,146943102448,1857208347,980534727,2837743074,936128415608,503685749912,1439814165520
2015-07-10,932305971025,505945776955,1438251747980,99007475226,27011987685,126019462911,1763754984,956330881,2720085865,934069726009,506902107836,1440971833845
2015-07-09,927849404820,510159216727,1438008621547,85033177459,26398882911,111432060370,1692753289,875775680,2568528969,929542158109,511034992407,1440577150516
2015-07-08,940870474994,515212343591,1456082818585,40122005740,15906182294,56028188034,1621043791,883521852,2504565643,942491518785,516095865443,1458587384228
2015-07-07,1053097367290,573004327197,1626101694487,65565705505,24913810751,90479516256,1858251281,911259238,2769510519,1054955618571,573915586435,1628871205006
2015-07-06,1151409843974,619037358022,1770447201996,86253165993,48178914259,134432080252,1913867669,1103564058,3017431727,1153323711643,620140922080,1773464633723
2015-07-03,1244976682669,661771568517,1906748251186,75761353558,44658045429,120419398987,1946060586,1153988037,3100048623,1246922743255,662925556554,1909848299809
2015-07-02,1293827661966,685837823740,1979665485706,88487618099,47321103534,135808721633,2509128299,1466448908,3975577207,1296336790265,687304272648,1983641062913
2015-07-01,1328818572775,701749001117,2030567573892,102412410526,56949534756,159361945282,3032047503,1690486249,4722533752,1331850620278,703439487366,2035290107644
2015-06-30,1335503814173,709162691967,2044666506140,111609532061,57798561189,169408093250,2962511878,1757399394,4719911272,1338466326051,710920091361,2049386417412
2015-06-29,1360422100831,723644734435,2084066835266,111777711829,57998603023,169776314852,2869439317,1629953335,4499392652,1363291540148,725274687770,2088566227918
2015-06-26,1387049624743,738707126516,2125756751259,97236522159,48864721395,146101243554,3047418280,1714239476,4761657756,1390097043023,740421365992,2130518409015
2015-06-25,1423248786555,758593917931,2181842704486,112543339631,57767003145,170310342776,4077042981,2301780220,6378823201,1427325829536,760895698151,2188221527687
2015-06-24,1439971876069,766627175015,2206599051084,99110730843,57601491190,156712222033,3870183220,2256618737,6126801957,1443842059289,768883793752,2212725853041
2015-06-23,1468845650070,777939378393,2246785028463,71923409449,50361201915,122284611364,3262509775,1894166767,5156676542,1472108159845,779833545160,2251941705005
2015-06-19,1479299517720,781785835539,2261085353259,93916444426,52613840026,146530284452,3056543634,1833178936,4889722570,1482356061354,783619014475,2265975075829
2015-06-18,1482910960306,783724333715,2266635294021,102883459843,54302586867,157186046710,4003390202,2396576792,6399966994,1486914350508,786120910507,2273035261015
2015-06-17,1475103559271,779939203269,2255042762540,108881795164,57647973869,166529769033,4411760221,2599119307,7010879528,1479515319492,782538322576,2262053642068
2015-06-16,1463951216264,775494763565,2239445979829,110467806485,68704456650,179172263135,5010413917,2672185834,7682599751,1468961630181,778166949399,2247128579580
2015-06-15,1460771548784,771159310316,2231930859100,139727644688,78928671819,218656316507,5678984181,3105634844,8784619025,1466450532965,774264945160,2240715478125
2015-06-12,1453579989204,767122163366,2220702152570,140782088205,78004383693,218786471898,6017861873,3284029428,9301891301,1459597851077,770406192794,2230004043871
2015-06-11,1443868735753,761979456459,2205848192212,132745195582,75806602169,208551797751,6044144042,3278375214,9322519256,1449912879795,765257831673,2215170711468
2015-06-10,1436953511811,754930196763,2191883708574,132102202755,74863122982,206965325737,5922838027,3218285055,9141123082,1442876349838,758148481818,2201024831656
2015-06-09,1428637577543,748477647040,2177115224583,147185167674,72503163533,219688331207,5856847970,3141874234,8998722204,1434494425513,751619521274,2186113946787
2015-06-08,1419155431830,746442467724,2165597899554,175635531492,85041374325,260676905817,6066372273,3165781871,9232154144,1425221804103,749608249595,2174830053698
2015-06-05,1412610800411,748157582936,2160768383347,162459513338,92631968257,255091481595,5196658863,3030093245,8226752108,1417807459274,751187676181,2168995135455
2015-06-04,1412300874405,752290936643,2164591811048,140960563937,85128832280,226089396217,4894445720,2848651024,7743096744,1417195320125,755139587667,2172334907792
2015-06-03,1402927079454,747086620524,2150013699978,119037456520,83282082170,202319538690,4894947220,2857001726,7751948946,1407822026674,749943622250,2157765648924
2015-06-02,1387882217728,742214105246,2130096322974,133758105973,82588173381,216346279354,5040510626,2883108282,7923618908,1392922728354,745097213528,2138019941882
2015-06-01,1367127995718,733007153665,2100135149383,117887770661,76378089561,194265860222,5237617260,2856370736,8093987996,1372365612978,735863524401,2108229137379
2015-05-29,1348287000435,723671219259,2071958219694,109545698973,72983634736,182529333709,4975685928,2613167800,7588853728,1353262686363,726284387059,2079547073422
2015-05-28,1345459596439,722038309273,2067497905712,161711190822,107427530431,269138721253,5430216405,2812599180,8242815585,1350889812844,724850908453,2075740721297
2015-05-27,1336990097550,718318501558,2055308599108,126358447704,96807195279,223165642983,6425385136,3299503547,9724888683,1343415482686,721618005105,2065033487791
2015-05-26,1329561906147,713150293302,2042712199449,159094373511,103458479356,262552852867,6488280901,3465510608,9953791509,1336050187048,716615803910,2052665990958
2015-05-25,1318998299726,704770029656,2023768329382,164145678044,94863240548,259008918592,6190475546,3369069699,9559545245,1325188775272,708139099355,2033327874627
2015-05-22,1314567656582,699421477055,2013989133637,142752614727,95129790587,237882405314,5329555085,3080219511,8409774596,1319897211667,702501696566,2022398908233
2015-05-21,1321176723760,703603611405,2024780335165,108553228977,82136863647,190690092624,4925644941,2900452188,7826097129,1326102368701,706504063593,2032606432294
2015-05-20,1310006880147,695732198743,2005739078890,117098266840,90847217448,207945484288,4656256937,2619081393,7275338330,1314663137084,698351280136,2013014417220
2015-05-19,1294245193796,682634693915,1976879887711,113575243435,76581610335,190156853770,4763472053,2617286166,7380758219,1299008665849,685251980081,1984260645930
2015-05-18,1278951775452,668894577990,1947846353442,95383811648,66046414496,161430226144,4622251110,2603193058,7225444168,1283574026562,671497771048,1955071797610
2015-05-15,1270378616254,658559612843,1928938229097,103539242662,66405945997,169945188659,4746218114,2730009491,7476227605,1275124834368,661289622334,1936414456702
2015-05-14,1271467867961,654928816141,1926396684102,105312775966,74221882394,179534658360,5402256675,2937569269,8339825944,1276870124636,657866385410,1934736510046
2015-05-13,1265406189486,648641272851,1914047462337,132209749584,83154757885,215364507469,5472339769,2961858800,8434198569,1270878529255,651603131651,1922481660906
2015-05-12,1256607720425,638556990053,1895164710478,136448970581,78369189860,214818160441,5319748801,2903865717,8223614518,1261927469226,641460855770,1903388324996
2015-05-11,1247505935416,634800787585,1882306723001,119726264827,75294385738,195020650565,4834763087,2749431056,7584194143,1252340698503,637550218641,1889890917144
2015-05-08,1245786699057,629920926522,1875707625579,87812628024,53164484221,140977112245,4135054341,2265422560,6400476901,1249921753398,632186349082,1882108102480
2015-05-07,1265872162917,634109844230,1899982007147,94358842320,46405705807,140764548127,4030097633,2172420457,6202518090,1269902260550,636282264687,1906184525237
2015-05-06,1258820234374,631054246062,1889874480436,122153633570,60906907976,183060541546,4701559723,2413249355,7114809078,1263521794097,633467495417,1896989289514
2015-05-05,1244231572418,623284032637,1867515605055,128460864619,58321859243,186782723862,4992896354,2596955948,7589852302,1249224468772,625880988585,1875105457357
2015-05-04,1241303319482,615989564964,1857292884446,116900666542,59481464470,176382131012,5999922775,3040818126,9040740901,1247303242257,619030383090,1866333625347
2015-04-30,1224334129835,606682432092,1831016561927,135754031359,65134586611,200888617970,5831675719,3017240033,8848915752,1230165805554,609699672125,1839865477679
2015-04-29,1221406603476,604040735304,1825447338780,126739953108,65407486554,192147439662,6021609553,3087185923,9108795476,1227428213029,607127921227,1834556134256
2015-04-28,1215607398598,597896481649,1813503880247,148772163843,74649207663,223421371506,6149727519,3005907060,9155634579,1221757126117,600902388709,1822659514826
2015-04-27,1210543730393,595346164786,1805889895179,162760454052,75863303973,238623758025,6254062725,3196091290,9450154015,1216797793118,598542256076,1815340049194
2015-04-24,1192302971884,588116857679,1780419829563,153156908610,76169130205,229326038815,5965256427,3052072824,9017329251,1198268228311,591168930503,1789437158814
2015-04-23,1185643651435,583954018000,1769597669435,171737823864,81592776204,253330600068,6278465187,3123824480,9402289667,1191922116622,587077842480,1778999959102
2015-04-22,1172665362874,579014805811,1751680168685,165509139277,79322143124,244831282401,6368406198,3138872016,9507278214,1179033769072,582153677827,1761187446899
2015-04-21,1153574815097,576547480301,1730122295398,143192898510,68385035141,211577933651,5961506282,2950727296,8912233578,1159536321379,579498207597,1739034528976
2015-04-20,1143069525623,573835282051,1716904807674,165794251895,78017172912,243811424807,5886540287,2742050269,8628590556,1148956065910,576577332320,1725533398230
2015-04-17,1149157713135,575980304237,1725138017372,129211438621,70769195200,199980633821,6041055352,2843849931,8884905283,1155198768487,578824154168,1734022922655
2015-04-16,1157182044282,580313399643,1737495443925,112006268973,54538805711,166545074684,5973347250,2724163171,8697510421,1163155391532,583037562814,1746192954346
2015-04-15,1146127306376,575375934708,1721503241084,127637503244,65204872955,192842376199,5760511452,2616345990,8376857442,1151887817828,577992280698,1729880098526
2015-04-14,1132444514795,566988822226,1699433337021,135681414792,69349225871,205030640663,5734278801,2808226817,8542505618,1138178793596,569797049043,1707975842639
2015-04-13,1112644681454,559273638521,1671918319975,125462079457,72802345092,198264424549,6012263982,2932318981,8944582963,1118656945436,562205957502,1680862902938
2015-04-10,1093646777627,549425865491,1643072643118,120171575492,65937150651,186108726143,6013790547,2973504472,8987295019,1099660568174,552399369963,1652059938137
2015-04-09,1080032082669,542269865845,1622301948514,151266260607,76120386757,227386647364,7459280657,2852037480,10311318137,1087491363326,545121903325,1632613266651
2015-04-08,1063907515309,534127452357,1598034967666,146795417745,80029308212,226824725957,6090844298,3034345778,9125190076,1069998359607,537161798135,1607160157742
2015-04-07,1049019510305,527220275303,1576239785608,135205459177,76411247986,211616707163,6052607373,3121859985,9174467358,1055072117678,530342135288,1585414252966
2015-04-03,1028339497560,516676930961,1545016428521,121745692024,72768292844,194513984868,5639393066,2977171835,8616564901,1033978890626,519654102796,1553632993422
2015-04-02,1019832320645,509988379711,1529820700356,122445942102,71263078124,193709020226,5605667753,2870700924,8476368677,1025437988398,512859080635,1538297069033
2015-04-01,1007500876332,502453651639,1509954527971,112637594862,66032640455,178670235317,5579432794,2857234816,8436667610,1013080309126,505310886455,1518391195581
2015-03-31,992114591127,493765560657,1485880151784,116775077460,68420906330,185195983790,5408130188,2628145327,8036275515,997522721315,496393705984,1493916427299
2015-03-30,987305162447,489166892146,1476472054593,128248977117,61710664790,189959641907,5489035498,2729213200,8218248698,992794197945,491896105346,1484690303291
2015-03-27,974695451811,484087216047,1458782667858,94331337806,49474009451,143805347257,4882309085,2558214628,7440523713,979577760896,486645430675,1466223191571
2015-03-26,971529344684,480092915137,1451622259821,117308029200,64379996644,181688025844,4759646631,2457863759,7217510390,976288991315,482550778896,1458839770211
2015-03-25,960086790787,475561580264,1435648371051,115371500560,72150523501,187522024061,4643215819,2453452221,7096668040,964730006606,478015032485,1442745039091
2015-03-24,948928112150,465149520648,1414077632798,145585328346,79907649786,225492978132,4619080288,2424227164,7043307452,953547192438,467573747812,1421120940250
2015-03-23,935961490802,456468114455,1392429605257,122350894415,66646329157,188997223572,4789023959,2461658730,7250682689,940750514761,458929773185,1399680287946
2015-03-20,927002173004,449976925205,1376979098209,133491591365,62900138777,196391730142,4317418963,2301310757,6618729720,931319591967,452278235962,1383597827929
2015-03-19,911756727783,445156834921,1356913562704,119422295098,58208444120,177630739218,4136003055,2185054379,6321057434,915892730838,447341889300,1363234620138
2015-03-18,896108504027,439079318940,1335187822967,123253353097,61433866336,184687219433,4223177943,2229156054,6452333997,900331681970,441308474994,1341640156964
2015-03-17,881882625541,432620976886,1314503602427,118453665965,61492982750,179946648715,3731158044,2081796516,5812954560,885613783585,434702773402,1320316556987
2015-03-16,874850559115,430037375813,1304887934928,93488482835,51817200508,145305683343,3535076305,1971019595,5506095900,878385635420,432008395408,1310394030828
2015-03-13,880611781488,431586133514,1312197915002,76456008406,37807633718,114263642124,3193989076,1672140493,4866129569,883805770564,433258274007,1317064044571
2015-03-12,878075844620,430130407909,1308206252529,85412099181,42983488621,128395587802,3182040688,1636224538,4818265226,881257885308,431766632447,1313024517755
2015-03-11,864004113742,422017577470,1286021691212,65924942057,39828994953,105753937010,2927592012,1607738035,4535330047,866931705754,423625315505,1290557021259
2015-03-10,848537789505,413963887171,1262501676676,68915727800,41198368628,110114096428,3099078967,1729680246,4828759213,851636868472,415693567417,1267330435889
2015-03-09,834878753182,406795907407,1241674660589,70291104924,35150008533,105441113457,3353984453,1800104570,5154089023,838232737635,408596011977,1246828749612
2015-03-06,824379989028,402334159659,1226714148687,61530416037,38284855895,99815271932,3441280015,1855284739,5296564754,827821269043,404189444398,1232010713441
2015-03-05,819402239652,399795847200,1219198086852,70255155893,44225720686,114480876579,3596427868,1966640873,5563068741,822998667520,401762488073,1224761155593
2015-03-04,811253368861,393446997427,1204700366288,66225246334,42690922863,108916169197,3800138283,2026477899,5826616182,815053507144,395473475326,1210526982470
2015-03-03,804100125942,387698010985,1191798136927,87283032063,51158018793,138441050856,3658347664,1945233104,5603580768,807758473606,389643244089,1197401717695
2015-03-02,792791389697,379682012989,1172473402686,79111411070,50204155827,129315566897,3820324241,2043880922,5864205163,796611713938,381725893911,1178337607849
2015-02-27,780843947820,371532933772,1152376881592,67295472698,37019956379,104315429077,3643957926,1909555786,5553513712,784487905746,373442489558,1157930395304
2015-02-26,778901920692,368651595358,1147553516050,70218750802,34216148792,104434899594,3727497308,1892189423,5619686731,782629418000,370543784781,1153173202781
2015-02-25,770968145360,364632460913,1135600606273,60092819984,37884632567,97977452551,3277751249,1778216882,5055968131,774245896609,366410677795,1140656574404
2015-02-17,753461212526,352316072724,1105777285250,49701309648,31013959715,80715269363,3034256889,1679482887,4713739776,756495469415,353995555611,1110491025026
2015-02-16,772980408663,359694721711,1132675130374,53928574063,35912607418,89841181481,3238037227,1725771717,4963808944,776218445890,361420493428,1137638939318
2015-02-13,779162373527,360003378069,1139165751596,52535663244,31880587339,84416250583,3311066082,1643148312,4954214394,782473439609,361646526381,1144119965990
2015-02-12,804093283315,368826323472,1172919606787,49061175820,26286269049,75347444869,3307983650,1605529923,4913513573,807401266965,370431853395,1177833120360
2015-02-11,805111175134,368845039520,1173956214654,49814292794,26694491460,76508784254,3376239249,1610231794,4986471043,808487414383,370455271314,1178942685697
2015-02-10,797891845821,366237990662,1164129836483,49940656430,23874968775,73815625205,3321741382,1583915766,4905657148,801213587203,367821906428,1169035493631
2015-02-09,786747284226,361064738115,1147812022341,51281340753,23153875152,74435215905,3292347071,1563247989,4855595060,790039631297,362627986104,1152667617401
2015-02-06,779641865766,358519133183,1138160998949,51350016719,26222898191,77572914910,3355007223,1601486889,4956494112,782996872989,360120620072,1143117493061
2015-02-05,777970437249,357390541396,1135360978645,70696075163,35743098208,106439173371,3951049404,1831424701,5782474105,781921486653,359221966097,1141143452750
2015-02-04,774770652233,354705059515,1129475711748,55998184225,28895466563,84893650788,4075255266,1881711629,5956966895,778845907499,356586771144,1135432678643
2015-02-03,773741930732,352958981329,1126700912061,52159764433,25631316321,77791080754,4125153312,1900281199,6025434511,777867084044,354859262528,1132726346572
2015-02-02,774866786825,352561010716,1127427797541,47632245458,21344037815,68976283273,3768751438,1756294688,5525046126,778635538263,354317305404,1132952843667
2015-01-30,773977698926,351955320963,1125933019889,50312558223,24095669842,74408228065,4040912993,1879167301,5920080294,778018611919,353834488264,1131853100183
2015-01-29,777561647997,352732777953,1130294425950,55046202356,24539193611,79585395967,4327857932,1972118240,6299976172,781889505929,354704896193,1136594402122
2015-01-28,775933490835,351851747816,1127785238651,63920072891,29225212133,93145285024,4542722686,2053256497,6595979183,780476213521,353905004313,1134381217834
2015-01-27,773837742011,350754154067,1124591896078,75031235777,35437544742,110468780519,4699665607,2147278973,6846944580,778537407618,352901433040,1131438840658
2015-01-26,771373532853,348777876608,1120151409461,67111894515,31920558738,99032453253,4885928763,2257850624,7143779387,776259461616,351035727232,1127295188848
2015-01-23,766038511313,345978090123,1112016601436,82258662501,34841262077,117099924578,4700104444,2122592943,6822697387,770738615757,348100683066,1118839298823
2015-01-22,761668956446,344239309794,1105908266240,75064691111,35282495509,110347186620,4785141949,2215205369,7000347318,766454098395,346454515163,1112908613558
2015-01-21,754595954233,341025863121,1095621817354,91163378655,38564665690,129728044345,4822496958,2097482947,6919979905,759418451191,343123346068,1102541797259
2015-01-20,750762421151,340126356514,1090888777665,76513181618,31398009953,107911191571,4089037320,1781817717,5870855037,754851458471,341908174231,1096759632702
2015-01-19,752047988453,340806323416,1092854311869,72756876383,31304297213,104061173596,4006316935,1670336448,5676653383,756054305388,342476659864,1098530965252
2015-01-16,766660200847,344702543733,1111362744580,83138464387,29221750218,112360214605,5019945559,2021372924,7041318483,771680146406,346723916657,1118404063063
2015-01-15,762382827637,343792509454,1106175337091,71147906275,23670699950,94818606225,5061962503,1960122114,7022084617,767444790140,345752631568,1113197421708
2015-01-14,749750725573,341201284890,1090952010463,55908600370,23342662784,79251263154,4832460055,1885368528,6717828583,754583185628,343086653418,1097669839046
2015-01-13,740893116001,337225655535,1078118771536,52882711315,22634216323,75516927638,4970840174,1968502622,6939342796,745863956175,339194158157,1085058114332
2015-01-12,735878164519,336071465357,1071949629876,68855556662,24331316036,93186872698,5080926118,1985929255,7066855373,740959090637,338057394612,1079016485249
2015-01-09,726400724109,334096183516,1060496907625,87327038290,29236879032,116563917322,5383417787,2076584482,7460002269,731784141896,336172767998,1067956909894
2015-01-08,718485280095,334537113612,1053022393707,72365046460,28316028226,100681074686,5627589892,2248088027,7875677919,724112869987,336785201639,1060898071626
2015-01-07,715729306750,333570682580,1049299989330,81243060299,30805638905,112048699204,6161617855,2340163403,8501781258,721890924605,335910845983,1057801770588
2015-01-06,707391292198,330337451354,1037728743552,98370829909,37065808766,135436638675,5990342373,2275278509,8265620882,713381634571,332612729863,1045994364434
2015-01-05,700007355731,329575457077,1029582812808,102462217665,38277263968,140739481633,6127222126,2217097425,8344319551,706134577857,331792554502,1037927132359
2014-12-31,690304859709,327068013659,1017372873368,80629221496,26844068469,107473289965,6213794573,2069543360,8283337933,696518654282,329137557019,1025656211301
2014-12-30,691781993774,329254424765,1021036418539,76341827158,27279943983,103621771141,5620343498,2003342173,7623685671,697402337272,331257766938,1028660104210
2014-12-29,687678463441,329726505575,1017404969016,102445925919,34808467204,137254393123,5485660125,2019141043,7504801168,693164123566,331745646618,1024909770184
2014-12-26,678646298701,327402063637,1006048362338,87566428865,28614849447,116181278312,5392786771,2020274211,7413060982,684039085472,329422337848,1013461423320
2014-12-25,672974233665,327672264887,1000646498552,66548637889,21369685576,87918323465,5075978446,1865345672,6941324118,678050212111,329537610559,1007587822670
2014-12-24,667220851499,328550084368,995770935867,60785434137,21361323013,82146757150,4423264212,1683814097,6107078309,671644115711,330233898465,1001878014176
2014-12-23,669005263570,330834683231,999839946801,68088717135,24242924569,92331641704,4905506876,1833442059,6738948935,673910770446,332668125290,1006578895736
2014-12-22,670595742509,333117999016,1003713741525,96086844112,36497842145,132584686257,5146324106,1891669889,7037993995,675742066615,335009668905,1010751735520
2014-12-19,667260348402,332887991493,1000148339895,87986460410,35368656188,123355116598,4990159015,1872487066,6862646081,672250507417,334760478559,1007010985976
2014-12-18,657356997782,330563940557,987920938339,86108084304,34059840272,120167924576,5116335254,2008214912,7124550166,662473333036,332572155469,995045488505
2014-12-17,648449628389,328402340960,976851969349,105662386619,43066419642,148728806261,5036994474,2143780566,7180775040,653486622863,330546121526,984032744389
2014-12-16,637958256722,323932822626,961891079348,92376303515,38453978168,130830281683,4957962271,2198618522,7156580793,642916218993,326131441148,969047660141
2014-12-15,628731166297,320561784841,949292951138,76617552763,35588227437,112205780200,4669814929,2111951458,6781766387,633400981226,322673736299,956074717525
2014-12-12,619376064853,317342860758,936718925611,73760055817,32936080725,106696136542,4628969709,2099936678,6728906387,624005034562,319442797436,943447831998
2014-12-11,617381768756,317130122385,934511891141,81319089922,37899510038,119218599960,4817034195,2127206495,6944240690,622198802951,319257328880,941456131831
2014-12-10,614042935191,314842016854,928884952045,92619534535,39157124060,131776658595,4845585561,2072611552,6918197113,618888520752,316914628406,935803149158
2014-12-09,605492638583,314472401276,919965039859,121843297582,60506193793,182349491375,5039482033,1984107319,7023589352,610532120616,316456508595,926988629211
2014-12-08,595995563719,312025936835,908021500554,114513688894,50853489641,165367178535,5686867709,2293215519,7980083228,601682431428,314319152354,916001583782
2014-12-05,575483801438,305619301293,881103102731,113474295457,54407472156,167881767613,5035049577,2109259405,7144308982,580518851015,307728560698,888247411713
2014-12-04,569429142951,304103426914,873532569865,105227574155,51221931387,156449505542,5252685856,2248152394,7500838250,574681828807,306351579308,881033408115
2014-12-03,552052549201,297569545429,849622094630,99700572568,50318919860,150019492428,4791756429,2111661061,6903417490,556844305630,299681206490,856525512120
2014-12-02,545712569004,294527445532,840240014536,76886420448,34348297767,111234718215,4828937503,2133764989,6962702492,550541506507,296661210521,847202717028
2014-12-01,538392930415,293170546376,831563476791,77440824794,35872122585,113312947379,4568075249,2059722118,6627797367,542961005664,295230268494,838191274158
2014-11-28,528992449890,289934216371,818926666261,77397865373,37849678582,115247543955,4426133104,1987144178,6413277282,533418582994,291921360549,825339943543
2014-11-27,522913808670,288079438888,810993247558,67309594520,33734596483,101044191003,4099983450,1914063295,6014046745,527013792120,289993502183,817007294303
2014-11-26,518602496677,287575797759,806178294436,67013032917,33420588560,100433621477,3830675045,1826268166,5656943211,522433171722,289402065925,811835237647
2014-11-25,509781678532,283420919136,793202597668,59098287139,32469707549,91567994688,3601461778,1761501506,5362963284,513383140310,285182420642,798565560952
2014-11-24,499260287798,278405738436,777666026234,69936096428,34954091461,104890187889,3450542062,1746093244,5196635306,502710829860,280151831680,782862661540
2014-11-21,485787498700,271672855406,757460354106,37965320439,19657481810,57622802249,3334098780,1716778801,5050877581,489121597480,273389634207,762511231687
2014-11-20,483384872787,270730793831,754115666618,26772643084,15319797385,42092440469,3367936291,1775076736,5143013027,486752809078,272505870567,759258679645
2014-11-19,481691069603,269405793692,751096863295,29457074491,17096805905,46553880396,3264178092,1771528058,5035706150,484955247695,271177321750,756132569445
2014-11-18,479387054532,268351515901,747738570433,30864025290,14862522482,45726547772,3318621527,1755251272,5073872799,482705676059,270106767173,752812443232
2014-11-17,476797912474,267342627179,744140539653,33657280576,17043638187,50700918763,3685735609,1812735062,5498470671,480483648083,269155362241,749639010324
2014-11-14,474451979124,266181873622,740633852746,33685785420,16068029189,49753814609,3805366969,1775241387,5580608356,478257346093,267957115009,746214461102
